text,abusive_behaviour_score,act_of_terror_score,action_score,afghanistan_score,air_transport_(infrastructures)_score,air_transport_score,algeria_score,alliances_score,anger_score,anxiety_score,armed_attack_(generic)_score,armed_conflict_score,armed_forces_score,arrest_score,arrests_police_custodies_and_detentions_score,arson_score,assassination_score,assault_(general)_score,attacks_on_critical_infrastructures_score,belgium_score,biological_and_chemical_weapons_score,bolivia_score,bombing_score,burkina_faso_score,car_bombing_score,chemical_attack_score,chemistry_score,commitment_score,compassion_score,computer_crime_score,consideration_score,conspiracy_score,counter_terrorism_score,counter_terrorist_attack_score,counterterrorism_operation_score,crime_score,cyber_attack_and_fraud_score,cyber_attack_score,cyber_deception_score,cyber_security_score,damage_score,data_loss_score,death_and_dying_score,defence_score,desire_score,disappointment_score,disaster_and_accident_score,dissent_demonstration_disorders_score,dissolution_score,egypt_score,electricity_production_and_distribution_score,emergency_incident_score,employee_score,environmental_pollution_score,espionage_and_intelligence_score,executive_(government)_score,explosion_score,explosive_score,explosives_score,fire_score,firearms_score,france_score,fraud_score,gang_activity_score,germany_score,hardware_score,hatred_score,homicide_score,ied_and_vbied_score,illicit_drugs_and_controlled_substances_score,injury_score,institution_score,interior_policy_score,international_relations_score,investments_score,iran_score,iraq_score,islam_score,israel_score,job_layoffs_score,judiciary_(system_of_justice)_score,key_groups_score,kidnapping_score,legal_counterterrorism_measures_score,legal_measure_score,libya_score,mass_killings_score,massacre_disaster_accident_fire_score,massacre_score,military_equipment_score,military_infrastructures_score,military_transport_vehicles_score,missile_systems_score,mozambique_score,national_government_score,national_security_score,netherlands_score,niger_score,nigeria_score,offence_score,pakistan_score,parties_and_movements_score,police_operations_score,police_score,political_initiatives_score,politics_score,power_plants_score,pride_score,prison_score,propaganda_and_ideology_score,punishment_score,railway_(infrastructures)_score,rebellions_score,religion_and_belief_score,religious_conflict_score,religious_leader_score,religiously_inspired_terrorism_score,repulsion_score,road_transport_(infrastructures)_score,roadside_bombing_score,russia_score,sadness_score,satisfaction_score,security_measures_score,seizures_and_confiscations_score,shame_score,somalia_score,spirituality_score,stand-off_weapon_score,stress_score,strike_score,success_score,suffering_score,syria_score,terrorism_score,terrorist_attack_on_civilians_and_properties_score,terrorist_attack_on_critical_infrastructures_score,terrorist_attack_on_military_and_police_forces_and_structures_score,terrorist_attack_on_politicians_or_political_or_government_institution_score,terrorist_attack_on_public_building_score,theft_and_robbery_score,theft_score,trust_score,tunisia_score,turkey_score,unconventional_weapons_(ied)_score,united_states_of_america_score,university_score,upper_house_score,war_crime_score,war_score,weaponry_score,weather_score,wmd_score
"And in the region of (Al 'Azim), two mechanisms for the rejectionist throng were targeted with two explosive devices, resulting in their destruction. Those who were involved were murdered or injured. Two other police military technologies were also targeted. Safavid federalism with mortars killed a number of them; also, caliphate soldiers blew up a house bomb in the same location (Al 'Azim). A number of rejectionists were slain, and many more were injured.
",0,2340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,0,0,0,0,0,0,0,0,5310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230,0,0,0
"The State Information Office reported that an IED strike was carried out in the Tarmiyah area by Islamic State soldiers; the leader and official were targeted in the dismissive crowd (major Karim); with his son and four of his guard elements. The Islamic State, on the other hand, executed two leaders of the \""Islamic party\"".
",0,2550,0,0,0,0,0,0,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250,0,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4860,2430,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Islamic State soldiers fought back on Tuesday 26 Safar to try to advance to the rejectionist Army and militias supporting him towards the Mujahideen positions in Baghdad's northwestern outskirts, where violent clashes in various types of weapons took place between the parties after an attempt-outs advancing towards the Sitak complex near Sada Samra'
",0,0,0,0,0,0,0,0,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250,0,0,0,4005,0,0,0,0,0,0,0,0,5505,0,6435,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7290,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
"Fighting these armies is a source of pride. There is no doubt that their elimination empowers the nation while diminishing the head of the infidel America that rules Muslim countries through these forces.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
"Targeting army and police soldiers causes terror in their hearts and increases desertions among them, hastening the demise of these armies. Targeting army personnel jolts people out of their stupor and draws their attention to monotheism and Sharia law. They are only fighting those who are obsessed with their religion and turn away from Allah's Straight Path
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23 crusaders and apostates were assassinated. According to the information office of the state of al-Khair, the caliphate soldiers shocked the apostates with a two-axis attack on a convoy west of the squares, where Caliphate forces targeted the convoy's center near the squares with various types of weapons. 15 people were murdered, including Russian crusader warriors. They damaged a missile and wrecked three trucks and a military vehicle. Thank you, God.
",0,0,0,0,0,0,0,0,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,2439,1500,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A patrol of Asayish (internal security) soldiers linked with PKK apostates was killed and injured near (Dwar Corniche) in the city center.
",0,0,0,0,0,0,0,0,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"God has His prophets and apostles as caliphs in people and imams. And they follow at His direction. They lay claim to his faith by intelligence and good preaching. The faithful rallied around them. God's faithful servants are their victory and shame. Imam Misbah lights the way for all who follow him. The Imam protects his followers. Leadership and pride \""But Imam Jannah fights behind him and meets him; if he commands God's morality and justice, he will be rewarded; even if He commanded otherwise, he should do so\"", the Prophet of Allah (peace and blessings of Allaah be upon him) said (narrated by Bukhari and Muslim).
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3480,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"An attack on Rafidha's site west of Baghdad killed and injured 34 apostates and security officers. Security elements who are polytheists and apostates Baghdad's Torch neighborhood As a result, more than 34 wearers were murdered or injured. God attacked a meeting of polytheistic rejectionists and components of the apostate security forces. It is worth noting that Islamic State soldiers ambushed an army man named Al-Rafidi last week near the Abu Ghraib prison in west Baghdad. As a result, he was injured. God be praised.
",0,0,0,0,0,0,0,0,0,0,8010,0,0,0,2430,0,0,3495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,4005,0,6840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,0,0,0,0,0,0,0,80,0,0,0,0,4005,0,2430,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,4860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"According to a private source, caliphate soldiers were attacked on Monday /28 (Rab Al-Awwal) mechanism four-wheel drive for the militia Saraya al-Salam refusing with sniper rifles.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allah whitened the mujahedeen's faces in Khorasan. With their attacks, they made Muslims delighted recently. But it is significant because of the circumstances that Islam and Jihad are facing in those countries. Apostates and Crusaders professed to be Christians.
",0,2445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,4560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"They removed the Islamic State's presence in Khorasan Province. Following the joint campaign against them in Nangarhar, which was led by Crusaders and apostates, Taliban and their fellow soldiers The apostate government and support them with it Pakistan's apostate rulers.
",0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6435,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,30,0,0,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Soldiers of the Caliphate invaded the Nigerian Army barracks in the town of Gombe on Thursday / 10 (Rajab). This resulted in the deaths of many of them and the wounding of others. Apostate Army barracks in the town of (Gunnery) with 12 mortar shells; Detachments were bombed on Tuesday (15th) Rajab) A second army barracks in the town of Malm Faturi with 4 mortars; The casualties, thank God, have been realized.
",0,0,0,0,0,0,0,0,0,0,8010,0,0,0,0,0,0,2340,0,0,0,0,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880,0,0,0,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1695,0,0,0,0,0,0,0,0,0,5640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2775,1500,0,0
"The Caliphate's forces in Diyala had they killed one member of the rejectionist army and destroyed a Hummer wagon.They also assassinated two additional rejectionists (a colonel) in the police Apostate using machine gun attacks, snipers, and homemade explosive devices.
",0,2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6780,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,2439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,2430,0,0,0
"The Caliphate's warriors in Sinai had been slaughtered. A senior officer and at least one Egyptian army man have been killed in the last week. Others were hurt. And they collapsed
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caliphate soldiers attacked a police roadblock Somalia's apostasy. The caliphate's warriors had slain an apostate police officer and injured another.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This week Caliphate warriors blasted tribal mobilization houses and demolished the rejectionist government's electricity tower in the area Al Mushahidah, in northern Baghdad.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The apostates enforced security measures in the two cities of Al-Baraka. Two explosive devices were detonated by Caliphate soldiers.
",0,2190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A Pakistani Intelligence Spy Bounced on Caliphate forces on Friday (11/Muharram) using pistol shots. Fadl Mubin, a spy, was slain by Caliphate soldiers in the Mamuzi area.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This week, the caliphate's warriors signed. Four people were killed and four more were injured in the crowd by Tribal and Federal Police. Three sporadic operations in Kirkuk's surroundings. Federal police barracks on the move with machine guns, near the village of Al Mahdiyah in the vicinity of Al-Rashad, which resulted in one of them being injured and the thermal (Daquq) being destroyed. Allah be praised!
",0,0,0,0,0,0,0,0,0,0,0,0,2820,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,4005,0
"And it was only a matter of hours before the tyrant appeared. The imbecile \""Trump\"" announced the defeat of the Islamic State in eastern Afghanistan. This blessed strike was the \""worst loss of humanity\"" suffered by US forces in ten years. In mourning for its deceased, which the United States did not do years ago, until the day a militia reported Taliban killed hundreds of US soldiers in a \""deliberate lie campaign\"", Only the supporters of al-Qaeda believed it. The tyrant has emerged. Abd al-Rahman shattered America's warriors and much of its prestige with the spade of monotheism.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335,3240,0,0,0,0,0,0,0,0,0,0,0,0,0,1335,0,0,0,0,0,0,0,2670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2955,0,0,0,0,0,1335,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3240,0,0,1335,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0
"The attack has caused shock in the United States and around the world. Before referring to the bombing Martyrdom, America used to boast that it was the \""biggest air evacuation in its history\"", evacuating thousands of its nationals and spies. America's Feats to Makhaz, as well as funerals and funeral catacombs. The greatest loss for the United States Army. Despite a spokesman's statement, the militia claimed that the bombing occurred in the \""The security forces are responsible for their security\"", but the militia reported that it had lost 28 members as a result of the explosion. And one of the leaders hurried the militia to demonstrate their dedication in comparison to the Americans. \""We had casualties\"", he stated. \""More than the Americans\"".
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0
"On Saturday (19/Muharram), Caliphate fighters blasted a barracks of the apostate rejectionist army. Four Mortar shells landed in the village of Al-Bakhour near Tal Afar, causing injuries. God be praised.
",0,0,0,0,0,0,0,0,0,0,0,0,2820,0,0,0,0,0,0,0,0,0,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"With Allah the Almighty's conciliation, a member of the militias loyal to the renegade Nusayri army was attacked by Caliphate forces on Wednesday (16/Muharram). He was killed with a machine gun near his residence in town. God be praised.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Two Egyptian army vehicles (Hummer) were destroyed south of Al-Arish, killing and injuring several people. Caliphate soldiers damaged by Vehicle (Hummer) for the Egyptian Army. A member of the caliphate's army was killed by an Egyptian apostate.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,0,19305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The martyr brother Abd al-Rahman al-Logari - may Allah accept him - managed to breach the security barriers surrounding Kabul airport and then indulge in the midst of a massive gathering of US troops, spies, and their accomplices.\"" \""The conflict is not over yet, and you have not won\"", you say, and God willing, you will be vanquished. Your battle is American, and every day we are strengthened and weakened by God's grace
",0,0,0,30,2430,0,0,0,0,0,0,0,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2820,0,0,0
"Thirteen Federal Police officers were killed during the week of a qualitative invasion. Three automobiles were set on fire and destroyed. A Hummer vehicle was also damaged by the mujahedeen.The Federal Police responded by killing and injuring three members of the rejectionist army. Three elements of the rejectionist forces, one of whom killed him, assassinated caliphate soldiers last week.
",0,0,0,0,0,0,0,0,0,0,4005,0,0,0,0,2820,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,0,0,0,0,0,0,4530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,2430,0,0,0,0,0,0,0,0,0,0,0,3405,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"People of disbelieve in the abolition of the state of Islam arose in the midst of the wretchedness and the echo of hopes; The fruit and its development smashed the Jihad with its jars. The Cross and the Apostasy and Employment Governments in Jihad for God's enemies - glory to Him - and real epics. He prayed to Allah to have mercy on him, saying: (The good word is charity) [Bukhari]. And the believer's heart is filled with trust. Faith is the only way to the heart. Thank God for filling the void between Heaven and Earth. (Circumcision is a component of faith.) Prayer is light
",0,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335,0,0,0,0,0,0,0,1220,2670,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,10,0,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
